DATE,assembly,c,c#,c++,delphi,go,java,javascript,perl,php,python,r,ruby,swift
2008-07-01,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,8.0,85.0,511.0,164.0,14.0,0.0,222.0,162.0,28.0,161.0,124.0,0.0,73.0,0.0
2008-09-01,28.0,321.0,1649.0,755.0,105.0,0.0,1137.0,640.0,131.0,482.0,542.0,6.0,290.0,0.0
2008-10-01,15.0,303.0,1989.0,811.0,112.0,0.0,1153.0,725.0,127.0,617.0,510.0,0.0,249.0,0.0
2008-11-01,17.0,259.0,1730.0,735.0,141.0,0.0,958.0,579.0,97.0,504.0,452.0,1.0,160.0,0.0
2008-12-01,18.0,186.0,1597.0,633.0,134.0,0.0,832.0,627.0,134.0,481.0,441.0,1.0,161.0,0.0
2009-01-01,22.0,321.0,2378.0,853.0,164.0,0.0,1150.0,792.0,147.0,636.0,631.0,8.0,209.0,1.0
2009-02-01,37.0,332.0,2599.0,845.0,168.0,0.0,1208.0,948.0,165.0,769.0,630.0,9.0,287.0,1.0
2009-03-01,24.0,430.0,3162.0,1056.0,162.0,0.0,1440.0,1005.0,139.0,904.0,765.0,4.0,330.0,1.0
2009-04-01,49.0,458.0,3320.0,1020.0,185.0,0.0,1534.0,1050.0,161.0,968.0,768.0,12.0,358.0,0.0
2009-05-01,47.0,481.0,3560.0,1218.0,202.0,0.0,1819.0,1434.0,197.0,1183.0,999.0,2.0,402.0,2.0
2009-06-01,49.0,505.0,3885.0,1253.0,222.0,0.0,2115.0,1557.0,247.0,1580.0,1045.0,5.0,433.0,1.0
2009-07-01,32.0,542.0,4411.0,1468.0,269.0,0.0,2263.0,1750.0,259.0,2035.0,1162.0,51.0,500.0,0.0
2009-08-01,48.0,530.0,4460.0,1401.0,246.0,0.0,2193.0,1858.0,252.0,2186.0,1139.0,47.0,485.0,2.0
2009-09-01,62.0,573.0,4356.0,1465.0,252.0,0.0,2264.0,1755.0,250.0,2268.0,1166.0,138.0,477.0,2.0
2009-10-01,74.0,775.0,4724.0,1689.0,255.0,0.0,2505.0,2044.0,282.0,2364.0,1421.0,73.0,493.0,1.0
2009-11-01,82.0,967.0,4682.0,1758.0,274.0,66.0,2763.0,2227.0,323.0,2690.0,1559.0,94.0,654.0,2.0
2009-12-01,62.0,851.0,4491.0,1658.0,282.0,11.0,2690.0,2302.0,262.0,2830.0,1589.0,80.0,573.0,1.0
2010-01-01,101.0,982.0,5116.0,2001.0,303.0,15.0,3728.0,2620.0,302.0,3439.0,1949.0,94.0,686.0,0.0
2010-02-01,69.0,1036.0,5105.0,2277.0,283.0,7.0,3582.0,2640.0,348.0,3170.0,1866.0,122.0,688.0,2.0
2010-03-01,122.0,1118.0,6039.0,2440.0,318.0,8.0,4448.0,2986.0,392.0,3757.0,2072.0,139.0,696.0,0.0
2010-04-01,124.0,1186.0,5786.0,2490.0,271.0,10.0,3889.0,3003.0,365.0,3651.0,1816.0,160.0,753.0,2.0
2010-05-01,108.0,1180.0,5939.0,2423.0,280.0,17.0,4177.0,3226.0,287.0,3997.0,2010.0,139.0,776.0,1.0
2010-06-01,91.0,1155.0,6153.0,2828.0,329.0,15.0,4290.0,3469.0,409.0,4099.0,2209.0,178.0,853.0,2.0
2010-07-01,98.0,1288.0,6687.0,2690.0,334.0,8.0,4522.0,3874.0,437.0,4610.0,2596.0,234.0,911.0,1.0
2010-08-01,86.0,1371.0,6965.0,2638.0,354.0,13.0,4712.0,4001.0,548.0,5148.0,2494.0,283.0,995.0,2.0
2010-09-01,117.0,1382.0,6405.0,2744.0,319.0,9.0,4723.0,3999.0,460.0,4703.0,2252.0,236.0,938.0,1.0
2010-10-01,123.0,1444.0,6745.0,2934.0,361.0,13.0,5033.0,4119.0,500.0,4523.0,2672.0,214.0,926.0,1.0
2010-11-01,164.0,1676.0,7324.0,3374.0,390.0,16.0,5603.0,4545.0,466.0,5125.0,2611.0,242.0,929.0,1.0
2010-12-01,123.0,1469.0,7117.0,3139.0,321.0,18.0,5682.0,4948.0,501.0,5400.0,2484.0,223.0,1022.0,2.0
2011-01-01,134.0,1462.0,7994.0,3501.0,370.0,15.0,6546.0,5428.0,480.0,6444.0,2907.0,250.0,1204.0,3.0
2011-02-01,145.0,1641.0,8233.0,3449.0,360.0,16.0,6876.0,5589.0,483.0,6723.0,3017.0,322.0,1253.0,3.0
2011-03-01,192.0,2109.0,9998.0,4182.0,518.0,3.0,8482.0,6767.0,604.0,8128.0,3751.0,422.0,1639.0,3.0
2011-04-01,158.0,2042.0,9288.0,4171.0,402.0,7.0,7903.0,6880.0,553.0,7675.0,3348.0,476.0,1477.0,3.0
2011-05-01,158.0,1826.0,10038.0,3889.0,477.0,37.0,8576.0,7311.0,582.0,8121.0,3522.0,427.0,1565.0,1.0
2011-06-01,140.0,1767.0,9781.0,3817.0,456.0,34.0,7926.0,7693.0,570.0,8068.0,3475.0,444.0,1560.0,3.0
2011-07-01,141.0,1660.0,9620.0,3853.0,430.0,26.0,8172.0,8113.0,661.0,8728.0,3667.0,454.0,1583.0,12.0
2011-08-01,159.0,1823.0,10090.0,3955.0,424.0,40.0,8703.0,8907.0,616.0,8975.0,3835.0,586.0,1860.0,8.0
2011-09-01,155.0,1918.0,9323.0,3949.0,414.0,26.0,8348.0,8207.0,500.0,8106.0,3522.0,612.0,1552.0,6.0
2011-10-01,213.0,2140.0,9239.0,4357.0,465.0,40.0,8577.0,8045.0,560.0,8102.0,3631.0,621.0,1618.0,6.0
2011-11-01,211.0,2202.0,9926.0,4490.0,507.0,66.0,9665.0,8691.0,610.0,8721.0,3877.0,607.0,1741.0,3.0
2011-12-01,227.0,2008.0,9338.0,4366.0,574.0,52.0,9227.0,8347.0,542.0,8377.0,3627.0,614.0,1690.0,2.0
2012-01-01,170.0,2234.0,10477.0,4553.0,514.0,37.0,10164.0,9616.0,569.0,9362.0,4212.0,690.0,1910.0,6.0
2012-02-01,233.0,2412.0,10778.0,5115.0,472.0,31.0,10981.0,10001.0,615.0,9984.0,4498.0,813.0,2051.0,9.0
2012-03-01,261.0,2739.0,11621.0,5246.0,499.0,47.0,12425.0,10718.0,609.0,10937.0,5049.0,889.0,2196.0,4.0
2012-04-01,275.0,2671.0,11152.0,5316.0,482.0,69.0,12070.0,10702.0,602.0,10470.0,4932.0,843.0,1975.0,5.0
2012-05-01,227.0,2485.0,11605.0,4992.0,481.0,69.0,12214.0,11540.0,649.0,10982.0,5111.0,876.0,1980.0,6.0
2012-06-01,203.0,2316.0,11342.0,4663.0,418.0,72.0,11142.0,11265.0,745.0,10630.0,5286.0,974.0,1891.0,4.0
2012-07-01,201.0,2374.0,12347.0,5289.0,442.0,76.0,12274.0,12323.0,668.0,11797.0,5738.0,1121.0,2066.0,6.0
2012-08-01,189.0,2322.0,11973.0,5167.0,403.0,72.0,12275.0,12448.0,769.0,11943.0,5872.0,1090.0,2063.0,4.0
2012-09-01,225.0,2533.0,11290.0,4917.0,385.0,130.0,11635.0,11172.0,671.0,11030.0,5260.0,1060.0,1960.0,7.0
2012-10-01,315.0,3155.0,12741.0,5918.0,478.0,101.0,13517.0,12428.0,693.0,11840.0,6138.0,1266.0,2262.0,4.0
2012-11-01,303.0,3198.0,12247.0,6280.0,444.0,104.0,13632.0,12357.0,640.0,11837.0,6403.0,1346.0,2134.0,2.0
2012-12-01,264.0,2573.0,10966.0,5692.0,429.0,113.0,12451.0,11751.0,558.0,11127.0,5765.0,1216.0,1906.0,3.0
2013-01-01,297.0,2913.0,12804.0,6055.0,484.0,101.0,13753.0,13807.0,668.0,12937.0,6590.0,1511.0,2310.0,5.0
2013-02-01,322.0,3102.0,12546.0,6081.0,449.0,117.0,13757.0,13671.0,755.0,12650.0,6755.0,1664.0,2226.0,5.0
2013-03-01,365.0,3453.0,14289.0,7200.0,523.0,127.0,15971.0,15353.0,862.0,14242.0,7650.0,1853.0,2567.0,5.0
2013-04-01,333.0,3549.0,13960.0,7171.0,517.0,125.0,16310.0,15415.0,853.0,13540.0,7965.0,1843.0,2472.0,6.0
2013-05-01,301.0,3202.0,13532.0,6864.0,539.0,143.0,15359.0,15106.0,920.0,13224.0,7839.0,1787.0,2348.0,1.0
2013-06-01,299.0,2955.0,12835.0,6210.0,474.0,176.0,14003.0,14660.0,851.0,12835.0,7618.0,1780.0,2229.0,3.0
2013-07-01,299.0,3028.0,14245.0,6593.0,509.0,200.0,15263.0,16893.0,984.0,14466.0,8642.0,1978.0,2448.0,7.0
2013-08-01,214.0,3015.0,13899.0,6267.0,450.0,208.0,15122.0,16893.0,853.0,14460.0,7960.0,1926.0,2490.0,3.0
2013-09-01,293.0,3406.0,13809.0,6581.0,489.0,237.0,16330.0,17796.0,706.0,14384.0,7989.0,1717.0,2396.0,10.0
2013-10-01,381.0,4248.0,15248.0,8005.0,525.0,212.0,18816.0,19827.0,839.0,15484.0,9522.0,2102.0,2792.0,9.0
2013-11-01,419.0,4300.0,14654.0,8164.0,462.0,210.0,18846.0,18586.0,838.0,15047.0,9522.0,2192.0,2579.0,5.0
2013-12-01,358.0,3509.0,13679.0,7036.0,450.0,240.0,17536.0,18109.0,782.0,14577.0,8492.0,1911.0,2452.0,9.0
2014-01-01,339.0,3748.0,15394.0,7717.0,493.0,303.0,18767.0,21202.0,825.0,16982.0,9864.0,2357.0,2773.0,5.0
2014-02-01,375.0,3985.0,15172.0,7707.0,492.0,205.0,19378.0,21267.0,816.0,16739.0,9939.0,2621.0,2616.0,12.0
2014-03-01,455.0,4586.0,16265.0,8701.0,441.0,255.0,22109.0,22786.0,940.0,18564.0,11468.0,2823.0,2957.0,4.0
2014-04-01,364.0,4030.0,15402.0,8162.0,393.0,342.0,21020.0,21573.0,842.0,17908.0,10812.0,2744.0,2753.0,4.0
2014-05-01,333.0,3284.0,13992.0,6827.0,475.0,280.0,18088.0,19923.0,819.0,14984.0,9301.0,2595.0,2684.0,9.0
2014-06-01,273.0,2784.0,12599.0,5710.0,415.0,288.0,16016.0,18428.0,702.0,13212.0,8954.0,2404.0,2341.0,2413.0
2014-07-01,217.0,2848.0,13773.0,6309.0,446.0,454.0,17466.0,20259.0,756.0,14471.0,9974.0,2646.0,2566.0,1646.0
2014-08-01,183.0,2690.0,12578.0,5916.0,426.0,405.0,15837.0,18583.0,701.0,13372.0,9149.0,2486.0,2480.0,1703.0
2014-09-01,288.0,3247.0,12407.0,6241.0,447.0,392.0,16820.0,18235.0,698.0,13521.0,8807.0,2380.0,2282.0,1907.0
2014-10-01,391.0,3819.0,12640.0,6878.0,411.0,383.0,18010.0,19017.0,660.0,13782.0,9626.0,2790.0,2346.0,2469.0
2014-11-01,389.0,3692.0,11944.0,6596.0,430.0,338.0,17956.0,18069.0,665.0,13185.0,9612.0,2713.0,2120.0,2570.0
2014-12-01,329.0,3164.0,11167.0,6113.0,317.0,351.0,16470.0,17082.0,579.0,12513.0,9078.0,2369.0,2156.0,2501.0
2015-01-01,333.0,3222.0,11823.0,6172.0,383.0,470.0,16639.0,18621.0,606.0,13773.0,9730.0,2704.0,2437.0,3070.0
2015-02-01,359.0,3380.0,11852.0,6495.0,416.0,384.0,16827.0,18747.0,572.0,13627.0,10230.0,2980.0,2261.0,3247.0
2015-03-01,390.0,3925.0,13322.0,7410.0,412.0,469.0,19850.0,20626.0,664.0,15062.0,11653.0,3573.0,2466.0,3607.0
2015-04-01,442.0,3966.0,13151.0,7164.0,391.0,391.0,19890.0,20991.0,587.0,15124.0,11488.0,3335.0,2510.0,4032.0
2015-05-01,372.0,3531.0,13430.0,6843.0,400.0,396.0,18605.0,22240.0,538.0,14705.0,11251.0,3435.0,2510.0,3813.0
2015-06-01,266.0,3175.0,13594.0,6534.0,388.0,423.0,17919.0,22694.0,594.0,14492.0,11841.0,3438.0,2583.0,4339.0
2015-07-01,260.0,2821.0,14179.0,6729.0,385.0,468.0,18761.0,24075.0,592.0,15526.0,12364.0,3987.0,2587.0,5160.0
2015-08-01,217.0,2586.0,13289.0,5893.0,388.0,449.0,17139.0,22213.0,567.0,14364.0,11258.0,3497.0,2321.0,5098.0
2015-09-01,257.0,3091.0,12958.0,5928.0,359.0,426.0,17003.0,21486.0,486.0,13623.0,10999.0,3338.0,2167.0,4566.0
2015-10-01,432.0,3689.0,12842.0,7066.0,422.0,429.0,18603.0,21891.0,517.0,14021.0,12529.0,3690.0,2197.0,4316.0
2015-11-01,404.0,3625.0,12430.0,7107.0,392.0,435.0,17836.0,21335.0,476.0,13431.0,12339.0,3547.0,1962.0,4331.0
2015-12-01,352.0,3096.0,12199.0,6579.0,314.0,426.0,16610.0,21156.0,489.0,13878.0,11686.0,3184.0,2031.0,4391.0
2016-01-01,248.0,3056.0,12408.0,6118.0,318.0,496.0,16691.0,22578.0,464.0,14684.0,12385.0,3542.0,2150.0,4805.0
2016-02-01,349.0,3288.0,12788.0,6577.0,358.0,542.0,17900.0,22539.0,516.0,15030.0,13292.0,3607.0,2250.0,4763.0
2016-03-01,437.0,3464.0,13673.0,7054.0,340.0,595.0,19972.0,24158.0,483.0,15251.0,14118.0,4053.0,2266.0,5091.0
2016-04-01,412.0,3365.0,13771.0,6917.0,323.0,603.0,19551.0,23509.0,507.0,14571.0,13706.0,4136.0,2215.0,4770.0
2016-05-01,323.0,2730.0,13553.0,6156.0,338.0,581.0,17104.0,23068.0,501.0,14551.0,13162.0,3804.0,2132.0,4442.0
2016-06-01,288.0,2312.0,13122.0,5737.0,281.0,550.0,15962.0,22209.0,453.0,13748.0,12953.0,3869.0,2113.0,4817.0
2016-07-01,200.0,2355.0,12061.0,5490.0,243.0,538.0,14991.0,22245.0,440.0,13005.0,12863.0,3754.0,1906.0,4954.0
2016-08-01,257.0,2222.0,12772.0,5027.0,338.0,576.0,15226.0,22724.0,475.0,12955.0,12944.0,3791.0,1884.0,4923.0
2016-09-01,335.0,2519.0,11160.0,5160.0,288.0,514.0,14726.0,20490.0,475.0,12220.0,12380.0,3303.0,1929.0,4883.0
2016-10-01,397.0,3222.0,11497.0,5995.0,268.0,533.0,15388.0,20491.0,419.0,12352.0,13543.0,3791.0,1823.0,4738.0
2016-11-01,414.0,3276.0,11697.0,6109.0,273.0,478.0,15695.0,20563.0,387.0,12028.0,14228.0,3566.0,1763.0,4372.0
2016-12-01,314.0,2803.0,10739.0,5254.0,253.0,498.0,13887.0,19848.0,352.0,11532.0,13082.0,3153.0,1629.0,3946.0
2017-01-01,307.0,2767.0,11753.0,5670.0,285.0,562.0,14621.0,21457.0,346.0,12688.0,14316.0,3500.0,1825.0,4350.0
2017-02-01,302.0,2734.0,11549.0,5197.0,304.0,556.0,14613.0,21228.0,419.0,12593.0,14813.0,3685.0,1633.0,4075.0
2017-03-01,373.0,2980.0,13047.0,6244.0,305.0,657.0,17366.0,23758.0,428.0,14159.0,17167.0,4608.0,1791.0,4629.0
2017-04-01,320.0,2866.0,11138.0,5899.0,263.0,510.0,15987.0,21289.0,376.0,12502.0,15686.0,4267.0,1491.0,3931.0
2017-05-01,349.0,2749.0,12046.0,5316.0,319.0,590.0,16395.0,22435.0,363.0,13115.0,16214.0,4331.0,1521.0,4113.0
2017-06-01,242.0,2367.0,11350.0,4702.0,246.0,576.0,14658.0,21635.0,332.0,11845.0,16074.0,4460.0,1419.0,4205.0
2017-07-01,222.0,2058.0,11254.0,5041.0,207.0,658.0,14191.0,21664.0,341.0,11859.0,16961.0,4591.0,1524.0,4357.0
2017-08-01,217.0,2055.0,11014.0,4809.0,288.0,615.0,13784.0,21409.0,368.0,11727.0,16512.0,4582.0,1395.0,4199.0
2017-09-01,228.0,2108.0,9933.0,4487.0,263.0,544.0,12800.0,19041.0,318.0,10761.0,15485.0,4235.0,1224.0,3789.0
2017-10-01,334.0,2797.0,10280.0,5238.0,222.0,619.0,14051.0,19923.0,343.0,10895.0,17002.0,4552.0,1299.0,3913.0
2017-11-01,387.0,2965.0,9855.0,5053.0,199.0,655.0,14242.0,19457.0,280.0,10668.0,17038.0,4531.0,1178.0,3681.0
2017-12-01,248.0,2203.0,8658.0,4472.0,188.0,530.0,12023.0,17022.0,248.0,9215.0,15004.0,3723.0,1023.0,3218.0
2018-01-01,255.0,2231.0,9455.0,4776.0,194.0,545.0,12391.0,18986.0,253.0,10209.0,16302.0,4209.0,1165.0,3763.0
2018-02-01,282.0,2154.0,8633.0,4591.0,212.0,584.0,12084.0,17271.0,244.0,9217.0,16389.0,4517.0,1032.0,3420.0
2018-03-01,318.0,2483.0,9855.0,5213.0,216.0,613.0,13617.0,19204.0,302.0,9930.0,17965.0,5110.0,1064.0,4077.0
2018-04-01,321.0,2206.0,9293.0,4686.0,204.0,625.0,13549.0,18002.0,267.0,9011.0,17028.0,4746.0,989.0,3588.0
2018-05-01,298.0,2381.0,9997.0,4706.0,193.0,635.0,13518.0,18117.0,257.0,9547.0,17628.0,4734.0,1036.0,3633.0
2018-06-01,208.0,1849.0,8840.0,4122.0,187.0,678.0,11846.0,17232.0,254.0,8512.0,16857.0,4506.0,999.0,3161.0
2018-07-01,182.0,1612.0,9459.0,3931.0,206.0,696.0,11823.0,17862.0,262.0,8637.0,17981.0,4416.0,943.0,3684.0
2018-08-01,182.0,1702.0,9577.0,3946.0,206.0,711.0,11420.0,17975.0,239.0,8600.0,17870.0,4139.0,883.0,3598.0
2018-09-01,262.0,1867.0,8437.0,3785.0,185.0,679.0,10884.0,16096.0,218.0,7786.0,16154.0,3809.0,783.0,3158.0
2018-10-01,330.0,2492.0,9423.0,4365.0,226.0,798.0,12668.0,17554.0,299.0,8335.0,18328.0,4392.0,905.0,3301.0
2018-11-01,312.0,2571.0,8577.0,4420.0,181.0,721.0,11886.0,16329.0,245.0,7256.0,18209.0,4276.0,835.0,3002.0
2018-12-01,236.0,2246.0,7650.0,3620.0,176.0,661.0,10614.0,14425.0,232.0,6364.0,15918.0,3443.0,811.0,2802.0
2019-01-01,229.0,2330.0,8887.0,3955.0,220.0,666.0,11196.0,16170.0,274.0,7328.0,17163.0,3994.0,920.0,2937.0
2019-02-01,232.0,2092.0,8468.0,3799.0,190.0,636.0,11164.0,15862.0,263.0,7469.0,17746.0,4300.0,787.0,2708.0
2019-03-01,284.0,2425.0,9082.0,4507.0,189.0,729.0,12254.0,17514.0,243.0,7964.0,20136.0,4550.0,851.0,2979.0
2019-04-01,318.0,2478.0,9251.0,4470.0,206.0,655.0,11352.0,16348.0,219.0,7393.0,20045.0,4659.0,767.0,3122.0
2019-05-01,253.0,2156.0,9161.0,4196.0,170.0,684.0,11297.0,16310.0,238.0,7169.0,19122.0,4357.0,759.0,3142.0
2019-06-01,205.0,1780.0,7740.0,3721.0,131.0,536.0,9787.0,15016.0,251.0,6175.0,17507.0,4004.0,707.0,3122.0
2019-07-01,195.0,1792.0,8588.0,4331.0,164.0,641.0,11024.0,16403.0,249.0,6853.0,20030.0,4265.0,763.0,3086.0
2019-08-01,177.0,1602.0,8027.0,3401.0,172.0,649.0,9646.0,15945.0,205.0,6147.0,18805.0,4115.0,792.0,2656.0
2019-09-01,241.0,2141.0,8799.0,4129.0,164.0,671.0,11332.0,16846.0,213.0,6454.0,19201.0,4471.0,791.0,2880.0
2019-10-01,349.0,2656.0,9463.0,5295.0,162.0,679.0,13156.0,18386.0,216.0,7057.0,23398.0,5135.0,913.0,3450.0
2019-11-01,323.0,2703.0,9103.0,5166.0,180.0,659.0,12165.0,18187.0,235.0,7047.0,23590.0,4876.0,726.0,3265.0
2019-12-01,267.0,2290.0,7978.0,4595.0,143.0,663.0,10602.0,16433.0,168.0,6069.0,20526.0,4238.0,738.0,3010.0
2020-01-01,239.0,2177.0,8665.0,4521.0,178.0,686.0,11522.0,18076.0,174.0,6699.0,22699.0,4614.0,817.0,3166.0
2020-02-01,281.0,2090.0,8679.0,4423.0,168.0,716.0,11602.0,17947.0,197.0,6543.0,22938.0,5192.0,706.0,3103.0
2020-03-01,317.0,2670.0,8954.0,5107.0,181.0,719.0,13253.0,20483.0,215.0,6672.0,26673.0,5761.0,780.0,3434.0
2020-04-01,406.0,3472.0,10042.0,6820.0,250.0,887.0,15377.0,24634.0,240.0,8060.0,32605.0,7047.0,860.0,4015.0
2020-05-01,386.0,3602.0,9923.0,7063.0,221.0,826.0,14711.0,25196.0,228.0,7917.0,34478.0,6833.0,774.0,4066.0
2020-06-01,363.0,2757.0,9064.0,6161.0,214.0,765.0,13015.0,23360.0,203.0,7188.0,31817.0,6249.0,670.0,3733.0
2020-07-01,298.0,2294.0,9145.0,5756.0,212.0,743.0,12723.0,23802.0,182.0,7334.0,31261.0,5694.0,775.0,3607.0
